	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Tle3	0.0447331506186734	-0.0985746496943427	0.275	0.311	1
Kctd10	0.0449680954022032	0.0442688305739222	0.149	0.116	1
Iqce	0.0450559414507785	0.0317673012496142	0.156	0.121	1
Tiparp	0.0450949694362216	-0.150330918150776	0.469	0.494	1
Eid2b	0.0451920839807162	0.0363398278180526	0.122	0.092	1
Tax1bp3	0.0452157562246403	0.0337015970072463	0.248	0.202	1
Gdi2	0.0454774992247071	-0.067897144445817	0.919	0.915	1
Slc31a2	0.0455449182423496	-0.0795714308608118	0.084	0.111	1
Rasa3	0.0455520510333109	-0.156516022328494	0.479	0.488	1
Nae1	0.04559342795107	0.0174715855615401	0.347	0.288	1
Pex11b	0.0455998967444736	0.0187574893139661	0.248	0.204	1
Trmt10c	0.0456851817053063	0.0360311787286364	0.371	0.319	1
Usp46	0.0458042538031446	0.0237170362628314	0.249	0.205	1
Ccnd3	0.0458275070412771	0.0465425923717793	0.833	0.766	1
Zbtb9	0.0458393531689432	0.0449823546204643	0.116	0.087	1
Bcs1l	0.0458738506872636	0.0286379809568308	0.167	0.131	1
Spata1	0.0459441238720773	0.00118289189446752	0.194	0.154	1
Mrpl28	0.0459500372204889	0.0404846810595192	0.693	0.624	1
D3Ertd751e	0.045958001744291	0.0349727200779	0.139	0.107	1
Gtf2f1	0.0460079543925442	0.0735351881120084	0.583	0.524	1
Wdr1	0.0460454508672519	-0.113476108807768	0.57	0.593	1
Ogt	0.046102522923208	0.0585603377899346	0.694	0.637	1
Timm17a	0.0461670266111485	0.0565980514378642	0.592	0.523	1
Atp5o	0.0462378001981873	0.0767985339780437	0.889	0.866	1
3110040N11Rik	0.0462986697725148	0.0605045398821399	0.255	0.213	1
Pspc1	0.0464250707153341	0.0171240991381689	0.563	0.48	1
Zc3h13	0.0464426978681715	0.0598023300962165	0.693	0.632	1
Emc3	0.0467272929997416	-0.120912715456926	0.608	0.636	1
Timm29	0.046775749907125	0.0274235811868762	0.122	0.091	1
Ten1	0.0468531149134803	0.0593310192910244	0.621	0.55	1
Kin	0.0469115962532996	0.0160028750009514	0.461	0.389	1
Msn	0.0469833085522607	-0.110068284842864	0.857	0.816	1
Zfp157	0.0471057364794057	0.0466031024480535	0.21	0.172	1
Lpar6	0.047291605134968	0.0737230688313937	0.316	0.276	1
Agfg1	0.0473476044574392	0.0147013176577977	0.396	0.335	1
Sem1	0.0474211550597301	0.0719502355700912	0.954	0.927	1
Fance	0.0476572798414742	0.0229267522642543	0.262	0.219	1
Snx21	0.0477792502806085	0.0259629642523048	0.117	0.087	1
Dhx16	0.0478526455874675	0.032056345336535	0.217	0.176	1
Lrp10	0.0478558918926349	-0.149436761619266	0.414	0.426	1
Acadl	0.0478749706682902	-0.144728650180956	0.488	0.499	1
mt-Nd5	0.0478974327017587	-0.0714447575604384	0.98	0.979	1
Sik2	0.0479203997945351	0.0253924968012419	0.406	0.339	1
Ccndbp1	0.0479259499748713	0.0357144714977254	0.374	0.321	1
Fignl1	0.0480108952495123	0.0605096826525983	0.321	0.277	1
Lsg1	0.0480140296587505	-0.00488890717585344	0.504	0.43	1
Nrm	0.0481028031339135	0.0494069677943436	0.573	0.495	1
Afg1l	0.0481071881325277	0.0301376887135035	0.16	0.125	1
Dpm2	0.0481323533035881	0.0228413107698329	0.495	0.421	1
Pex16	0.0481935602743856	0.00369303797624115	0.286	0.234	1
Macf1	0.0482000236874826	-0.133256926183803	0.813	0.81	1
Vmp1	0.0482194055758668	0.0696005348847728	0.677	0.607	1
Zfp991	0.0482434224175742	0.0486145993046651	0.13	0.1	1
Ppp2r1b	0.048261116118457	0.0289667211608297	0.186	0.148	1
Usp32	0.0482658872730287	0.0123172141720465	0.281	0.231	1
9230114K14Rik	0.0482851204075277	-0.00315126847729472	0.108	0.078	1
Zbtb25	0.0482857565828054	0.0149097758077059	0.179	0.142	1
Thap1	0.0482992954194537	0.0136140529372126	0.211	0.169	1
Lrrc57	0.0483021623821695	0.0281296022223969	0.12	0.089	1
Ilk	0.0483316516173783	0.0283171383201758	0.483	0.416	1
2010013B24Rik	0.0483452618754752	0.0342783769230331	0.242	0.195	1
Uba6	0.0483699622693845	0.0620053957804486	0.449	0.387	1
Letm1	0.0484186921630724	0.0336470532619373	0.332	0.278	1
Sec61a2	0.0484219770424756	0.0360385464091342	0.184	0.147	1
Bbip1	0.0484586554385466	0.0154910627157137	0.536	0.459	1
Ino80e	0.0484601043169203	0.0528508671732626	0.402	0.347	1
Ift52	0.0485337897338136	0.0392866722533521	0.409	0.35	1
Pik3c3	0.048554115625707	0.0162182365210036	0.235	0.193	1
1110032A03Rik	0.0485582027827783	0.045096342559763	0.367	0.315	1
Hexim1	0.0486029580766939	0.0214815142559818	0.159	0.126	1
Polq	0.0486952312396529	0.0442700849714289	0.2	0.162	1
Dpy19l4	0.0487671470962294	0.0205507496604848	0.325	0.274	1
Ccdc71	0.0488224060354165	0.00448592716558227	0.182	0.144	1
Klf2	0.048835485704423	-0.198437287945532	0.635	0.64	1
Usp11	0.0488469376832175	0.0237352396903268	0.322	0.273	1
Apoe	0.0489145609335342	0.0192899585182809	0.404	0.365	1
Mrpl58	0.0489459961959084	0.0929549332291646	0.62	0.562	1
Hmox2	0.0491357689539031	0.0607794492013147	0.719	0.639	1
Cask	0.04918409730249	-0.169966377141935	0.282	0.316	1
Dctn2	0.0491897661205753	0.0244185690960426	0.672	0.599	1
Tfg	0.0492751740138511	0.0468544145579364	0.622	0.545	1
Itm2b	0.0492928532136181	-0.0655202416064253	0.977	0.967	1
Jmjd6	0.049428938686623	0.0309016832782085	0.383	0.328	1
Espl1	0.0494671331947378	-0.0518052111807194	0.082	0.107	1
Maz	0.0495200042092936	0.0488337862142358	0.614	0.55	1
Stim2	0.0495212055236968	-0.0050668276522185	0.302	0.247	1
3110082I17Rik	0.049541487036856	0.00786669935860784	0.359	0.295	1
Ggct	0.049556468838519	0.0207185706724277	0.123	0.093	1
Trmt12	0.0495990409415341	0.0380549674119463	0.107	0.079	1
Cacna1d	0.0496685203938199	-0.0975258421651291	0.191	0.226	1
Drg2	0.0497142204804776	0.0183944290832941	0.328	0.274	1
Tvp23b	0.0497404344083067	0.038738037285354	0.38	0.331	1
Slc30a6	0.0497847923350145	0.012925864341098	0.197	0.156	1
Mrpl49	0.0498318392850414	0.046348374119937	0.483	0.425	1
Elp6	0.0498989992641093	0.0194110357590778	0.206	0.165	1
Tmem41b	0.0499326840720167	0.0701152892179965	0.241	0.199	1
Insig2	0.0499903047323193	0.0173777114141129	0.195	0.159	1
Itpr2	0.0500028327778933	-0.139915437695745	0.307	0.336	1
Slc9a9	0.0500150890914769	-0.00454670082537745	0.68	0.721	1
Kdelr2	0.0500213849643795	0.0522193150602603	0.588	0.511	1
Fancm	0.0500796928423184	0.0348127174131868	0.21	0.171	1
Rbm28	0.0500931134337745	0.00102505477083314	0.473	0.408	1
Eef1e1	0.0501247179725265	0.0371394625015131	0.495	0.432	1
AW146154	0.0501644691985948	-0.00118734383167299	0.118	0.088	1
Cacul1	0.0501663348223771	0.045814019617569	0.396	0.342	1
Ppp4c	0.0501755938881379	0.052572662047172	0.64	0.562	1
Tbc1d1	0.0502220565190166	-0.133673857444539	0.472	0.485	1
Cited2	0.0502592248255019	0.0744961520520193	0.544	0.483	1
Arpc5l	0.0502801162087857	0.0498895503729582	0.819	0.793	1
Mars	0.0502918937382942	0.0408100096837223	0.242	0.197	1
Ndufaf6	0.0502958745704256	0.0086589823719086	0.286	0.235	1
Gpn2	0.0503427664886067	0.00582208433749881	0.129	0.096	1
Atm	0.0503614586291014	-0.0141972483074255	0.325	0.27	1
Tsr2	0.0503823126679727	0.0382271130912707	0.231	0.188	1
Cgas	0.0504678679483195	0.0342133969569803	0.268	0.222	1
Rfx7	0.0504916697934736	0.0738437236857601	0.712	0.632	1
Bcl2l1	0.0504919865853961	0.0191655345145506	0.122	0.091	1
Gramd1b	0.0506311185232997	0.107257106053546	0.367	0.325	1
Chd6	0.0506418777608573	0.0507509029015099	0.694	0.608	1
Cnot6	0.0507616882982493	0.0359959724399964	0.512	0.444	1
Vps41	0.0507773192468541	0.00795404414908918	0.436	0.376	1
Pacs1	0.0508704246793132	0.0273856752622069	0.294	0.244	1
Gm5547	0.0508752498985395	-0.0874635124350661	0.128	0.158	1
Arhgap45	0.0509325058884259	-0.159068413161125	0.632	0.641	1
Oxsr1	0.0509907715365606	0.0275914872508892	0.197	0.157	1
Khsrp	0.0510150846833289	0.0466522854160679	0.536	0.47	1
Mrpl3	0.0510648448533038	0.0238338846389572	0.451	0.39	1
Orc6	0.0510906750534892	0.0237297535750871	0.595	0.524	1
Rgs7bp	0.0511657160236599	0.128333576706144	0.175	0.142	1
Gorasp2	0.0512074698654415	-0.122560943506423	0.459	0.477	1
Dpf2	0.051255904863351	0.0273068406570147	0.423	0.362	1
Snapc3	0.0512670968839356	0.0233399249995494	0.257	0.216	1
Mtfr2	0.0514213777648826	0.0466199161408215	0.139	0.108	1
Eif3i	0.0515084780327751	0.072320778335655	0.883	0.875	1
Azin1	0.0516153323414863	-0.128798023784172	0.559	0.559	1
Iws1	0.0516240078394131	0.0516857587116986	0.605	0.538	1
Ppa2	0.051709303203965	0.0203124238020532	0.498	0.427	1
Zup1	0.051740784731168	-0.132321963387653	0.555	0.561	1
Homer1	0.0518262579470627	0.0256068119409759	0.121	0.092	1
Sdhaf2	0.0518628393263192	0.0225110618746123	0.393	0.333	1
Dmap1	0.0519102610101031	0.0279538310274592	0.216	0.175	1
Oxr1	0.0520137551558111	0.0798472277715661	0.511	0.452	1
Adk	0.0520239938146566	0.085306719868552	0.725	0.641	1
Rbl2	0.0520785808447488	0.044154238516133	0.329	0.277	1
Tada1	0.0521290537116384	0.0133743382958257	0.287	0.237	1
Znrf2	0.0521336926389059	-0.162939407336575	0.53	0.525	1
Fyco1	0.0521430119919969	-0.139397620921713	0.291	0.32	1
Cnst	0.0521670104540369	0.0419891551377091	0.139	0.107	1
Rbmx2	0.0521864316900738	0.010428750807788	0.314	0.261	1
Mrgbp	0.0522019283055243	0.0350597456036804	0.322	0.271	1
Zfp397	0.0522712528295578	0.0217675889969743	0.338	0.284	1
Zfp74	0.0522987586701372	0.023902850215311	0.203	0.164	1
Gemin7	0.0523001000075508	0.0331095616092429	0.474	0.419	1
Ahctf1	0.0523317206653092	0.0228903747977383	0.423	0.365	1
Cnot4	0.0523408942846857	-0.123606694338357	0.746	0.75	1
Tbc1d20	0.0524370049327934	0.00637521234328864	0.329	0.276	1
Cep44	0.052487775452049	0.0116636825394245	0.335	0.28	1
1500015A07Rik	0.0525011374311672	0.00308687353799605	0.158	0.122	1
Dnmt3a	0.052628918326678	0.047818500323324	0.486	0.424	1
Naa40	0.0526745891898382	0.0560662165737194	0.347	0.291	1
Nprl2	0.0526825856776362	0.0424093999512774	0.168	0.134	1
Dok1	0.0527025301955889	0.0196773846966459	0.222	0.179	1
Pgk1	0.052732294767442	0.0663290230418547	0.851	0.782	1
H2afz	0.0527337370368009	0.104288844980606	0.972	0.957	1
Zfp729b	0.0527746190684453	-0.0976675757642769	0.174	0.202	1
Wdr41	0.0528001769422291	0.00952844678011572	0.156	0.121	1
Ubfd1	0.0529082086622225	0.0220968068690914	0.411	0.347	1
Asb3	0.0529247674471923	0.0525954326634054	0.404	0.351	1
B230307C23Rik	0.0530137459693334	0.0159851162736863	0.334	0.282	1
Atf3	0.0530901665667275	-0.424953907252389	0.204	0.232	1
Cep63	0.0532353650484209	0.0122336527136712	0.3	0.249	1
Ceacam1	0.0532427173943665	-0.0674814936266747	0.097	0.125	1
Nudt3	0.0533005831424017	0.00652042686179455	0.462	0.398	1
Jpt2	0.0533177116059675	0.0144507374527715	0.321	0.269	1
Cog2	0.0533815216992709	0.0293085828909852	0.164	0.129	1
Aftph	0.0533866802424787	0.0146204701547646	0.489	0.429	1
Kcmf1	0.0533917757652488	0.0460850178487302	0.704	0.639	1
Surf6	0.0534022357801303	-0.00127327120594112	0.242	0.193	1
Wrap73	0.053427373804895	0.013829761468904	0.249	0.203	1
Prim1	0.0534355045465748	0.0427392055164978	0.474	0.412	1
Man1a2	0.0535495233549085	-0.167773715113574	0.623	0.623	1
Copz1	0.0535704683342002	0.04147632997031	0.588	0.498	1
Depdc1b	0.0535849842382588	0.0193664976360572	0.109	0.081	1
Dlg1	0.053585552935345	0.0656150885987501	0.563	0.498	1
Prpf38b	0.0535958559979374	0.0675316171758522	0.79	0.744	1
Tns1	0.053595909976735	-0.115641247999695	0.402	0.432	1
Asl	0.0537436841750994	0.03363273317232	0.229	0.188	1
Orai2	0.0538706421814001	-0.170075723571633	0.273	0.299	1
Opa1	0.0538734509903359	0.0356592370822679	0.395	0.343	1
Pih1d1	0.0538890642032189	0.0349939650108322	0.435	0.376	1
Mtfmt	0.0539054855565662	0.0013442104621382	0.16	0.125	1
Gtpbp2	0.0539558348711254	-0.0110363736049431	0.326	0.272	1
Cse1l	0.0540034997986312	0.0283796782726106	0.351	0.296	1
Atr	0.0540829781412893	-0.0217471277096524	0.282	0.231	1
Efr3a	0.0541355486528052	0.0507663077602842	0.48	0.423	1
Pigs	0.0541945682546322	0.0341346980685908	0.251	0.208	1
Zfand3	0.0542180699532318	0.0171776665476931	0.541	0.478	1
Pbx2	0.0544782101384036	0.0337093866591195	0.404	0.351	1
Birc2	0.0544821966011079	-0.00101696846617594	0.378	0.315	1
H1f0	0.0546337923013078	-0.14246241103216	0.581	0.596	1
Lgals9	0.0546565407856143	0.0670687580232407	0.59	0.531	1
Eif4enif1	0.0547065686471445	0.0467056484795985	0.438	0.374	1
Tmem221	0.0547577723095515	-0.0749616616479168	0.09	0.117	1
Eefsec	0.0548283755252032	0.0438506228200867	0.395	0.343	1
Gpatch1	0.054854167363338	0.0167095851891687	0.207	0.168	1
Eif3d	0.0549290741998732	0.0591354564468942	0.767	0.72	1
Nudt22	0.0549294753644303	0.0395122662752533	0.2	0.163	1
Gt(ROSA)26Sor	0.0549439001823024	0.0305856582336804	0.178	0.142	1
Ncaph2	0.0550149897690573	0.0256974125352081	0.472	0.395	1
Dpp8	0.055191115147071	0.00917832398456941	0.402	0.339	1
Pip4k2b	0.0552187619773169	0.0547069533848578	0.236	0.195	1
Trp53i11	0.0552269430684451	0.0244389692311915	0.366	0.313	1
Gm26749	0.0552360127200583	-0.002929679932406	0.152	0.118	1
Men1	0.0552748216017325	0.026160255342353	0.224	0.185	1
Ewsr1	0.0552934324045216	0.0382544869893486	0.823	0.762	1
Ccdc51	0.0553272614413159	0.0291810715362911	0.153	0.119	1
Tbxa2r	0.0553833291808514	-0.141110804145883	0.352	0.379	1
Ppil1	0.0554039354126451	0.0283208539828446	0.486	0.422	1
Ankrd54	0.0554771266416844	0.03032171138787	0.354	0.301	1
Per1	0.0555071703278195	-0.120489244886994	0.217	0.247	1
Sapcd1	0.0555300221152344	-0.114571385110384	0.211	0.244	1
Rft1	0.0555556273565936	0.0284194763252756	0.158	0.124	1
Pdcl3	0.0555727284375706	0.0609659189534418	0.538	0.48	1
Tcea1	0.0556023825166938	0.0330743566681182	0.84	0.749	1
Jmy	0.0556642876688032	0.0190428967613288	0.379	0.33	1
Sdha	0.0556708278104111	0.0729341511656856	0.641	0.566	1
Ubxn6	0.0557601787051046	0.0462255777678511	0.414	0.358	1
Lypla1	0.0558708264090459	0.0367080370043626	0.342	0.295	1
Arf6	0.0560056334400326	0.0212508515187362	0.482	0.417	1
Tmed1	0.0560747782676969	-0.00784570019890735	0.338	0.274	1
Atf5	0.056245821552923	0.041822853277498	0.1	0.074	1
Casd1	0.0562556041373416	0.0522990426101692	0.416	0.353	1
Ep400	0.0563325912086385	0.0403636730715635	0.643	0.582	1
Dhrs3	0.0563427147136466	0.0433995730515456	0.121	0.092	1
Zfp664	0.0563799918496075	0.0725937912128389	0.378	0.327	1
Shld2	0.0564739156699979	0.0365774390853881	0.257	0.213	1
Hist1h4a	0.0565228827460003	0.0447884440852464	0.132	0.102	1
Syvn1	0.0565969405414499	0.0324619381784417	0.122	0.093	1
Lcp1	0.0566038137222039	-0.123065494626288	0.871	0.825	1
Vrk2	0.0566790778680242	-0.140755188233933	0.485	0.507	1
Cmtm3	0.0566992259372536	-0.102495746764927	0.236	0.267	1
Abcd3	0.0567274169362865	0.0280170502051384	0.184	0.15	1
Lztr1	0.0567417351193809	0.0273926451009172	0.143	0.111	1
Strip1	0.056757652989075	0.0325987846974956	0.159	0.126	1
Helz2	0.0569484448236366	0.0247989250237694	0.14	0.107	1
Ubqln4	0.0570736408107601	0.0165368513817553	0.147	0.115	1
Oasl2	0.0570889378442066	0.0638442378021806	0.147	0.117	1
Jmjd7	0.0571223987172565	-0.0713843556342985	0.139	0.168	1
Rpp38	0.05741447711401	0.0106272889728537	0.167	0.131	1
Kmt2d	0.0574449836015838	0.0205536800257809	0.213	0.174	1
Pafah1b1	0.0575245636315817	0.0692781201026298	0.895	0.829	1
Det1	0.0575255453177506	0.018868388623531	0.123	0.093	1
Gopc	0.0575895864157666	-0.00764261910457548	0.242	0.197	1
Tial1	0.0578229123643141	0.0540450069080882	0.591	0.523	1
Fxr1	0.0578542723163862	0.0287756196911975	0.791	0.715	1
Dynll2	0.0578684184018014	0.0676947460480082	0.449	0.393	1
Zfp780b	0.0578982207512138	0.015000031364719	0.121	0.091	1
Plekha7	0.0580703662940761	0.0214732651394816	0.214	0.171	1
Spopl	0.0580951228061022	0.0314059636727994	0.305	0.256	1
Zfp874a	0.0581264157354677	0.0255238796588159	0.102	0.076	1
2210408I21Rik	0.0581949788502946	0.0387870684627239	0.165	0.13	1
Tet2	0.058380756526268	-0.124926925602097	0.45	0.467	1
Grifin	0.0584677560435811	-0.0757805470444929	0.128	0.158	1
Ubb	0.0586969807347585	0.0279592644072162	0.992	0.977	1
Vps13c	0.058767168801887	0.0246222401369701	0.3	0.251	1
Ppp1cc	0.0587748308809432	0.0648842803455372	0.821	0.764	1
St3gal2	0.0588881379306993	0.010913870371916	0.134	0.103	1
Prpf3	0.0588991966188032	0.0307262524565863	0.29	0.246	1
S1pr1	0.0589108537569739	0.0401831163548625	0.124	0.096	1
Eef1akmt2	0.0590350819453307	0.0181700992935443	0.273	0.227	1
Rbm4	0.0591689012075042	0.0112707507075152	0.393	0.332	1
Map2k3	0.0591930663205789	0.0482630058948375	0.363	0.313	1
Nmi	0.0593488412154788	0.0347613527107196	0.366	0.317	1
Rnf4	0.0593662915969903	0.0543664760035893	0.609	0.55	1
Tbc1d23	0.0594621477034577	-0.00610220353570867	0.422	0.369	1
Togaram1	0.0595420930067524	0.035172246742499	0.295	0.248	1
Atf7ip	0.0595551492386753	0.0751863154385556	0.566	0.509	1
Adcy9	0.0596775065185291	0.03034105295885	0.109	0.082	1
Nup205	0.0597488019295035	-0.0237869943410712	0.376	0.316	1
Qser1	0.0597490268251605	0.0219381580984505	0.288	0.244	1
Ube2d2a	0.0597578641866626	0.0721999290782411	0.833	0.769	1
Gm15564	0.0599629019244961	0.00801046489660354	0.121	0.091	1
S100a10	0.0600022136753734	-0.18512154479769	0.855	0.816	1
Ppib	0.0600881061999443	-0.0729805130778387	0.934	0.916	1
Sdk1	0.060094047557795	-0.0319867700389559	0.141	0.172	1
Prkar1a	0.0602319012212676	0.0542634045409838	0.821	0.767	1
Dnajc13	0.0602469724490118	-0.12939343963818	0.525	0.539	1
Rab11a	0.0603660215435351	0.0409810634967522	0.658	0.573	1
Crybg3	0.0603725160512049	-0.147505934545152	0.236	0.264	1
H2afx	0.0604273868927668	-0.0805026954681862	0.654	0.57	1
Sec62	0.0604873053622974	0.0274698603404118	0.897	0.853	1
Bsg	0.0605352797297949	0.080386204518176	0.898	0.853	1
Naga	0.0606384972987132	-0.121548397728579	0.291	0.316	1
Tmem248	0.0606916329563053	0.0529388444799476	0.453	0.385	1
Fam91a1	0.0607106974589604	0.0126235393157601	0.384	0.329	1
4930579G24Rik	0.0608312058056071	-0.0727419577138592	0.156	0.187	1
Pgm2	0.0608716324923439	0.0243134443259214	0.242	0.198	1
Ubash3a	0.0609723782409347	0.00307793925306443	0.105	0.077	1
Cep290	0.0610026849190047	0.0223292516607794	0.289	0.245	1
Zfr	0.0610134646887652	0.0267712223179364	0.737	0.675	1
Wasl	0.061031984838002	-0.0397262149669987	0.547	0.472	1
Spryd7	0.0610970914475471	-0.00175969107813939	0.162	0.128	1
Lnpep	0.0611532582613803	0.0599948364490746	0.632	0.567	1
Galnt7	0.0611794400612902	0.0144667412794642	0.383	0.323	1
Brms1l	0.0612010339764634	0.00722198984507699	0.204	0.163	1
Gm4258	0.0612958543162593	-0.0942962398708831	0.771	0.776	1
Uqcc1	0.0614095121383201	0.0532618204564054	0.307	0.262	1
Xrcc1	0.061479139931541	0.0167078484084737	0.322	0.271	1
Ndufa8	0.0614975765637713	0.0646206378838854	0.763	0.701	1
Atg4a	0.0615313436702129	0.011002372699434	0.179	0.143	1
Usf3	0.06153288760152	0.0284387643710024	0.255	0.209	1
Ncapd3	0.0616489447825513	0.0351893650693325	0.495	0.431	1
Vkorc1l1	0.0616541286045838	0.0281584240859259	0.422	0.365	1
AW209491	0.0616557991711986	0.0298494024940596	0.104	0.078	1
Sec11c	0.0617222170276867	-0.0874881937794236	0.865	0.845	1
Ccdc124	0.0617518056989487	0.0411046045622457	0.502	0.438	1
Firre	0.0617940627342156	0.00989362029156482	0.15	0.119	1
H2-T22	0.0618050112382294	0.051491330064358	0.213	0.176	1
Cdip1	0.0619746772878077	-0.138239075925776	0.449	0.461	1
Tars2	0.0620651184693328	0.0307026026544893	0.22	0.178	1
E430024I08Rik	0.0620983967864034	0.0238440339681274	0.116	0.088	1
Psat1	0.0621383652061679	0.0406707852517811	0.334	0.291	1
Zmym5	0.0625926061955855	0.0734702493599624	0.278	0.236	1
Psmd13	0.0626232136551392	0.0583242719194716	0.7	0.638	1
Rngtt	0.062676524755838	0.0560459706501496	0.553	0.503	1
Hck	0.0626767038889531	-0.13713764613623	0.355	0.391	1
Gtf3c2	0.0628446780696284	-0.0194955479266461	0.368	0.306	1
4921524J17Rik	0.0628664057265421	0.0711303310200949	0.526	0.472	1
Thoc1	0.0629543013693542	0.0134738344060255	0.584	0.515	1
Cdadc1	0.0630528459352487	0.0371821152328914	0.321	0.272	1
Atrn	0.0630554055119749	0.000652198892205857	0.201	0.164	1
Spice1	0.0631110960803746	0.0166196446429119	0.161	0.13	1
Ccs	0.0631584394712797	0.0462868246543843	0.419	0.364	1
Sdcbp	0.0631944144186405	0.0749224442944831	0.815	0.739	1
Ccdc61	0.0632076032951784	0.00762844721650674	0.194	0.157	1
Mrps7	0.0633156390327188	0.0522355086511879	0.653	0.591	1
Trappc13	0.0633697628141753	0.0358311453234759	0.331	0.281	1
Mettl5	0.0634255980230564	0.0231574135996634	0.322	0.273	1
Fzr1	0.0634277828329888	0.0657909616708988	0.306	0.262	1
Borcs5	0.0634409538084244	0.0708091902316593	0.22	0.183	1
Tmem209	0.0636512928712202	0.0132715306653947	0.187	0.148	1
Smim10l1	0.0637761687482108	0.0445894695381343	0.504	0.437	1
Dapk3	0.0638912968598418	0.0336748963854463	0.38	0.332	1
Lyrm1	0.0640293800353314	0.0312437964663538	0.1	0.074	1
AI504432	0.0640557024971706	-0.10698603874349	0.182	0.212	1
Brca1	0.0642181999998438	0.0430528531299328	0.283	0.237	1
Msl2	0.0642353659203066	0.0284834869319657	0.392	0.336	1
Dnajc18	0.0643073368094836	0.0502296492728558	0.186	0.15	1
Rhbdd3	0.0644440216660024	0.034004303615469	0.133	0.103	1
Brk1	0.0644729163877752	-0.0793872514712943	0.839	0.83	1
Ift140	0.064502058817606	0.0145714631292212	0.156	0.124	1
Chordc1	0.0645609918335552	0.041727748506474	0.647	0.579	1
Mafg	0.0646010023191523	0.00325813185559354	0.259	0.216	1
Tbc1d31	0.0646903739489867	0.0401491067256833	0.218	0.179	1
Sumf2	0.0647520471002699	0.00749676204348593	0.271	0.223	1
Hist1h4d	0.0648239869344985	-0.00882088849071461	0.611	0.535	1
Irf4	0.0648592532507651	-0.125362462982826	0.105	0.132	1
Dcaf15	0.0648780629580939	-0.0108147816313652	0.231	0.189	1
Ppcs	0.0649904019380799	-0.00722714111110706	0.19	0.15	1
Fbxo33	0.0650552856944571	-0.0168961122845858	0.449	0.379	1
Setd1b	0.0651198215607646	0.0554546041390956	0.246	0.206	1
Srsf2	0.0651846690716612	0.0498616279313349	0.899	0.864	1
Zfp212	0.0653160702945709	0.0344915027956473	0.204	0.168	1
Stx5a	0.0653209298846628	0.0468470451235968	0.469	0.41	1
Gm11084	0.0653370990147157	-0.103115441515849	0.364	0.39	1
Slc35e1	0.0654697917023348	0.0222718658214933	0.159	0.126	1
Zc3hc1	0.0655071118407166	0.0361966638358378	0.25	0.208	1
Ncbp2	0.0655074374775495	0.0191027432385896	0.492	0.424	1
Rrm2	0.0655326904586706	0.0540148332215118	0.326	0.277	1
Zwilch	0.0655562252644287	0.028826931255163	0.251	0.211	1
Slc25a16	0.0656790125327363	-0.000447097620853654	0.179	0.142	1
Il1rap	0.0656794985050166	0.0124321610856172	0.173	0.14	1
Ccr7	0.0656939041471627	-0.126257314451277	0.127	0.151	1
Smurf1	0.0656971013557644	0.0340750959768988	0.133	0.104	1
Zfp748	0.0657794799521173	0.0283549425391353	0.105	0.079	1
Tor1aip1	0.065794595811061	-0.127648194024464	0.727	0.71	1
Hdac4	0.0658551230168309	0.053588558018533	0.235	0.197	1
Samd9l	0.0660429507703345	0.0267000680368925	0.313	0.265	1
Pcgf6	0.0661652322051329	0.0353384230309847	0.248	0.211	1
Vps9d1	0.066286458824875	0.0034306748255335	0.113	0.085	1
Mink1	0.0663479520080328	0.0338762833344546	0.168	0.135	1
Dmxl1	0.0664131140886114	-0.00416722488498356	0.583	0.515	1
Hps3	0.0664201917416309	-0.102813890206169	0.201	0.229	1
Bloc1s6	0.0666381444975568	0.0337897290236032	0.274	0.235	1
Gm1976	0.0667569212751824	0.0466170561402728	0.182	0.149	1
Zc3h3	0.0669368531100702	-0.00540673368247224	0.141	0.11	1
D1Ertd622e	0.0669667329802738	-0.0799762302281431	0.232	0.264	1
Atg16l1	0.0670156573944206	0.0498152523319664	0.351	0.306	1
Mtln	0.0670751781097116	0.0368403888103183	0.417	0.362	1
Gm48678	0.0672148484642443	0.0123498596875458	0.318	0.275	1
Hnrnpll	0.0672991975648896	0.0289409772900271	0.133	0.103	1
Comt	0.0673360364300782	0.0736887978367247	0.477	0.429	1
Thop1	0.0673380527431844	0.0180994206170099	0.205	0.168	1
Zcchc8	0.067348247624897	0.045501888934372	0.431	0.374	1
Ppp1r15b	0.0673668913126532	0.0370435022544801	0.245	0.203	1
Gpr180	0.0674233756468543	0.0167691412467866	0.174	0.139	1
Zfp26	0.0676113726956594	0.028991660808135	0.233	0.192	1
Calcoco1	0.0676218016733055	-0.150676517941362	0.328	0.346	1
Birc6	0.0676418898825321	0.0569829811338765	0.815	0.743	1
Nampt	0.0676490793504803	-0.168844455096263	0.398	0.41	1
Tent4b	0.0678203357016061	0.0582213733056145	0.35	0.3	1
Ccpg1os	0.0678862609330608	0.0275719627866292	0.115	0.087	1
Rad54b	0.0678902323466184	0.0302102501247098	0.169	0.136	1
Oser1	0.067991344188161	-0.119227565424354	0.635	0.627	1
Bag6	0.06799999449587	0.0202447216726545	0.321	0.274	1
D5Ertd605e	0.0680019242595459	0.026124541199522	0.173	0.139	1
Ice1	0.0680499856356599	0.0420749900660788	0.353	0.304	1
Lsm2	0.0680636292436151	0.061824012381535	0.635	0.575	1
Ets1	0.0680759234813917	-0.183136327119551	0.511	0.519	1
Zfp788	0.0681652953354177	0.014858122165868	0.161	0.128	1
